,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F)
20150830,66.5,37,34.7,29.7,3.8,6.2,267,1.12,12.36,0.00,86.3,42.5,76,13,29.880,29.481,17.3,26.5,82.9
20150831,65.6,42,40.7,29.6,6.6,10.3,266,1.12,12.36,0.00,77.0,50.4,77,22,29.814,29.474,17.3,27.6,77.4
2015091,62.6,41,35.7,29.8,3.6,5.8,265,0.00,12.36,0.00,81.8,46.1,80,15,29.836,29.684,17.3,20.7,79.6
2015092,69.8,29,35.0,29.6,6.5,10.1,259,0.00,12.36,0.00,83.4,54.0,45,16,29.777,29.531,17.3,26.5,80.8
2015093,59.8,54,42.0,29.6,2.7,4.8,281,0.07,12.43,0.01,75.4,48.2,87,25,29.815,29.544,13.8,19.6,77.4
2015094,60.9,41,35.1,29.7,4.3,7.1,254,0.07,12.43,0.00,77.9,22.4,72,18,29.784,29.606,18.4,24.2,77.4
2015095,68.0,30,34.7,29.6,7.3,11.3,267,0.07,12.43,0.00,75.3,60.4,45,21,29.701,29.519,20.7,28.8,77.2
2015096,64.8,32,32.7,29.7,4.8,7.6,251,0.07,12.43,0.00,76.7,53.8,53,15,29.813,29.593,16.1,25.3,77.0
2015097,57.0,50,37.9,29.8,4.2,6.6,248,0.08,12.44,0.01,68.6,44.8,75,30,29.924,29.641,17.3,26.5,76.9
2015098,57.7,38,24.1,29.9,3.4,6.0,319,0.08,12.44,0.00,77.6,38.8,85,8,29.957,29.805,15.0,24.2,76.5
2015099,60.2,22,17.9,29.8,4.1,6.8,296,0.08,12.44,0.00,81.8,37.2,49,9,29.947,29.680,16.1,26.5,79.4
20150910,57.5,30,21.9,29.9,2.8,4.9,309,0.08,12.44,0.00,80.3,34.9,63,9,29.984,29.790,13.8,20.7,78.3
20150911,53.3,60,38.1,30.0,1.7,3.2,66,0.08,12.44,0.00,69.8,35.2,87,31,30.175,29.911,12.7,19.6,77.3
20150912,57.4,49,33.3,29.9,2.0,3.7,84,0.08,12.44,0.00,80.6,35.8,89,12,30.107,29.738,12.7,19.6,78.8
20150913,58.2,32,20.5,29.7,3.2,5.3,285,0.08,12.44,0.00,81.8,35.2,73,7,29.892,29.579,17.3,25.3,79.5
20150914,59.6,29,25.5,29.6,3.4,5.8,286,0.08,12.44,0.00,75.1,39.5,54,13,29.759,29.456,20.7,34.5,75.6
20150915,62.9,38,36.7,29.5,8.9,14.0,256,0.08,12.44,0.00,70.9,54.8,62,25,29.663,29.390,25.3,41.4,76.5
20150916,62.7,39,35.6,29.6,7.4,11.3,265,0.09,12.45,0.01,71.8,47.7,80,20,29.708,29.499,23.0,28.8,76.3
20150917,58.4,45,36.2,29.6,4.4,7.3,279,0.09,12.45,0.00,65.8,44.3,73,29,29.794,29.502,18.4,27.6,65.8
20150918,51.6,50,29.9,29.9,3.3,6.1,334,0.12,12.48,0.01,69.6,38.0,87,15,29.997,29.761,15.0,26.5,73.7
20150919,51.4,45,24.5,29.9,2.9,5.0,310,0.12,12.48,0.00,74.7,28.1,88,12,30.091,29.788,17.3,21.9,75.0
20150920,56.6,26,18.0,29.8,4.7,7.3,294,0.12,12.48,0.00,79.0,35.6,57,9,29.926,29.736,18.4,25.3,77.4
20150921,61.6,21,19.2,29.7,4.3,7.0,292,0.12,12.48,0.00,80.3,38.9,41,10,29.870,29.573,16.1,21.9,78.4
20150922,54.8,44,31.7,29.8,1.6,3.1,63,0.12,12.48,0.00,74.2,37.3,75,16,29.982,29.712,9.2,13.8,77.2
20150923,57.7,55,37.7,29.8,2.6,4.3,42,0.12,12.48,0.00,81.2,39.9,89,12,29.916,29.663,19.6,29.9,79.1
20150924,55.8,45,30.4,30.0,1.9,3.6,80,0.12,12.48,0.00,77.7,34.6,79,18,30.203,29.839,13.8,19.6,77.2
20150925,55.9,45,31.7,30.1,1.9,3.6,116,0.12,12.48,0.00,75.7,35.3,79,20,30.252,29.949,12.7,18.4,76.4
20150926,57.4,41,27.3,29.9,1.9,3.3,168,0.12,12.48,0.00,81.8,34.4,83,11,30.129,29.720,13.8,19.6,79.5
20150927,58.6,36,28.7,29.8,1.7,3.1,116,0.12,12.48,0.00,80.7,37.5,65,14,29.961,29.628,15.0,20.7,78.8
20150928,54.1,53,35.2,29.8,2.2,3.6,3,0.12,12.48,0.00,75.4,40.6,78,18,29.970,29.645,17.3,24.2,76.9
20150929,55.0,72,45.2,29.9,1.8,3.4,108,0.21,12.57,0.02,69.7,45.2,92,32,29.965,29.788,11.5,17.3,77.5
20150930,54.1,62,38.6,29.9,1.8,3.1,287,0.21,12.57,0.00,68.8,43.5,93,23,30.024,29.828,11.5,19.6,75.4
2015101,54.3,57,37.4,29.9,1.8,3.0,351,0.00,12.57,0.00,73.9,41.9,80,24,30.046,29.816,16.1,20.7,77.0
2015102,50.3,76,42.5,29.7,3.0,4.9,66,0.02,12.59,0.01,68.4,40.9,92,39,29.883,29.562,13.8,18.4,77.4
2015103,47.8,75,38.8,29.7,3.6,5.7,54,0.07,12.64,0.02,65.5,38.9,91,18,29.784,29.503,15.0,21.9,65.5
2015104,46.5,85,42.0,29.8,2.2,3.9,80,0.12,12.69,0.02,56.3,42.2,94,55,29.921,29.562,12.7,16.1,56.3
2015105,51.5,60,34.5,29.9,2.2,3.9,86,0.12,12.69,0.00,68.4,33.2,92,22,30.050,29.768,12.7,17.3,74.9
2015106,46.9,77,39.8,30.0,1.2,2.2,63,0.30,12.87,0.01,61.5,36.2,92,49,30.121,29.842,10.4,16.1,61.5
2015107,48.3,71,37.6,30.0,1.0,2.0,155,0.30,12.87,0.00,67.4,32.5,95,28,30.176,29.902,10.4,13.8,67.4
2015108,48.8,66,35.3,30.1,1.9,3.5,87,0.31,12.88,0.01,69.1,32.2,93,21,30.278,29.996,11.5,17.3,76.3
2015109,51.9,61,37.1,30.1,2.2,3.9,28,0.31,12.88,0.00,65.2,35.9,93,30,30.319,29.919,10.4,19.6,65.2
20151010,65.8,22,25.3,29.8,7.6,11.6,305,0.31,12.88,0.00,77.2,56.6,30,13,30.015,29.607,16.1,21.9,76.6
20151011,65.0,23,26.1,29.6,10.9,17.5,332,0.31,12.88,0.00,74.2,59.6,35,14,29.706,29.473,25.3,41.4,75.8
20151012,61.8,15,12.3,29.8,7.2,11.4,311,0.31,12.88,0.00,75.4,53.6,23,8,29.903,29.672,19.6,32.2,74.9
20151013,63.1,16,15.0,29.8,6.2,9.9,332,0.31,12.88,0.00,78.0,53.1,22,9,29.931,29.728,16.1,26.5,76.6
20151014,61.7,18,16.6,29.8,7.3,11.4,345,0.31,12.88,0.00,76.3,41.3,36,9,29.966,29.681,18.4,29.9,75.4
20151015,46.6,45,25.6,30.1,2.0,3.9,95,0.31,12.88,0.00,60.4,34.3,65,31,30.312,29.917,10.4,17.3,60.4
20151016,47.1,50,25.9,30.2,1.9,3.2,52,0.31,12.88,0.00,72.3,26.7,89,15,30.371,29.925,15.0,19.6,74.4
20151017,48.4,44,23.6,30.1,1.4,2.8,72,0.31,12.88,0.00,69.8,28.8,78,14,30.280,29.866,9.2,16.1,73.8
20151018,52.2,46,30.8,29.9,4.1,6.5,356,0.31,12.88,0.00,66.5,37.5,67,28,29.991,29.769,16.1,24.2,66.5
20151019,46.7,60,32.6,29.8,3.3,5.2,342,0.31,12.88,0.00,62.1,35.3,81,34,29.918,29.783,16.1,24.2,62.1
20151020,49.5,50,29.9,29.9,3.2,5.3,309,0.33,12.90,0.01,64.0,33.5,83,22,29.940,29.761,12.7,19.6,64.0
20151021,40.4,88,37.0,30.1,0.9,2.1,126,0.74,13.31,0.01,44.1,38.5,91,83,30.194,29.897,5.8,10.4,44.1
20151022,36.2,89,33.3,29.9,0.3,0.7,189,1.25,13.82,0.02,38.9,33.1,92,86,30.096,29.799,4.6,5.8,38.9
20151023,42.5,61,28.8,29.9,3.3,5.7,316,1.31,13.88,0.01,52.6,30.0,93,32,30.138,29.787,11.5,19.6,52.6
20151024,41.3,52,22.6,30.1,4.9,7.4,276,1.31,13.88,0.00,56.3,26.1,89,23,30.214,30.019,17.3,26.5,56.3
20151025,46.1,45,22.4,30.1,3.7,5.8,288,1.31,13.88,0.00,63.1,26.4,85,15,30.191,29.937,13.8,25.3,63.1
20151026,46.2,53,29.0,29.9,4.8,7.3,267,1.31,13.88,0.00,56.5,36.6,71,31,29.937,29.746,17.3,21.9,56.5
20151027,39.4,56,24.6,29.8,6.8,10.4,254,1.33,13.90,0.01,45.7,33.7,85,38,29.993,29.737,18.4,27.6,45.7
20151028,43.9,26,9.1,29.8,9.5,13.7,270,1.33,13.90,0.00,59.2,35.3,47,9,29.983,29.664,20.7,28.8,59.2
20151029,37.9,52,20.3,29.8,1.9,3.1,64,1.33,13.90,0.00,53.5,28.1,76,24,29.874,29.689,10.4,13.8,53.5
20151030,37.1,69,26.9,29.8,3.1,4.7,315,1.37,13.93,0.01,48.1,28.7,90,28,29.917,29.647,25.3,36.8,48.1
20151031,44.9,42,23.3,29.8,12.0,17.6,267,1.37,13.93,0.00,51.3,37.3,52,34,29.910,29.660,25.3,34.5,51.3
2015111,51.5,31,21.3,29.8,10.0,14.6,283,0.00,13.94,0.00,61.8,46.0,44,19,29.887,29.639,24.2,36.8,61.8
2015112,50.2,33,19.8,29.6,7.6,10.8,287,0.00,13.94,0.00,64.7,27.8,72,15,29.713,29.480,19.6,29.9,64.7
2015113,45.7,32,13.0,29.6,3.1,5.3,292,0.00,13.94,0.00,64.0,25.4,77,11,29.793,29.414,16.1,26.5,64.0
2015114,35.2,69,25.4,29.7,1.9,3.3,49,0.14,14.08,0.01,49.2,25.4,90,40,29.831,29.565,12.7,18.4,49.2
2015115,32.1,62,18.7,29.9,6.1,9.7,287,0.17,14.11,0.01,40.8,28.1,90,32,30.100,29.655,19.6,34.5,40.8
2015116,30.5,44,10.7,30.2,6.3,9.5,268,0.17,14.11,0.00,39.2,23.9,69,27,30.392,29.970,19.6,28.8,39.2
2015117,30.6,43,7.9,30.4,1.5,2.8,64,0.17,14.11,0.00,51.9,13.3,71,11,30.589,30.154,12.7,18.4,51.9
2015118,35.9,41,7.4,30.1,1.0,1.9,67,0.17,14.11,0.00,63.9,16.4,74,6,30.362,29.792,6.9,11.5,63.9
2015119,39.2,30,7.0,29.9,5.4,7.9,290,0.17,14.11,0.00,55.1,25.4,55,11,30.075,29.752,21.9,31.1,55.1
20151110,43.5,39,16.0,29.6,5.3,8.4,276,0.17,14.11,0.00,54.2,29.8,89,16,29.827,29.489,20.7,32.2,54.2
20151111,29.0,60,15.6,29.9,10.4,14.4,287,0.27,14.21,0.01,33.1,26.3,91,32,30.137,29.503,32.2,42.6,33.1
20151112,31.1,44,11.1,30.2,8.1,11.7,268,0.28,14.22,0.01,40.2,23.3,67,30,30.316,30.098,23.0,35.7,40.2
20151113,39.4,29,9.3,30.1,9.0,12.8,266,0.28,14.22,0.00,51.2,30.3,51,20,30.264,29.981,21.9,32.2,51.2
20151114,41.3,34,12.1,30.0,2.3,3.7,274,0.28,14.22,0.00,60.1,21.6,69,13,30.198,29.798,11.5,13.8,60.1
20151115,41.1,23,2.3,29.7,6.7,10.0,284,0.28,14.22,0.00,52.6,19.9,70,9,29.970,29.409,21.9,28.8,52.6
20151116,35.1,53,16.9,29.5,2.8,4.5,27,0.28,14.22,0.00,45.7,27.9,88,13,29.667,29.302,12.7,21.9,45.7
20151117,31.0,50,13.0,29.7,10.4,15.2,288,0.35,14.29,0.01,39.8,24.2,84,24,29.809,29.608,31.1,47.2,39.8
20151118,33.4,43,12.9,29.6,15.2,23.7,268,0.35,14.29,0.00,38.9,29.1,61,27,29.948,29.414,40.3,51.8,38.9
20151119,36.0,40,13.6,29.9,13.9,20.3,281,0.35,14.29,0.00,39.9,29.5,54,28,30.023,29.803,32.2,42.6,39.9
20151120,31.9,55,16.3,29.9,5.1,7.3,278,0.43,14.37,0.01,39.9,18.8,89,22,30.377,29.717,31.1,34.5,39.9
20151121,28.3,28,5.4,30.2,11.4,15.7,273,0.43,14.37,0.00,35.5,10.0,78,13,30.456,29.720,27.6,35.7,35.5
20151122,41.6,19,2.5,30.0,13.3,18.4,267,0.43,14.37,0.00,51.1,32.1,27,14,30.095,29.927,33.4,46.0,51.1
20151123,44.7,17,0.7,29.9,7.3,10.8,278,0.43,14.37,0.00,52.9,35.9,28,10,30.000,29.723,17.3,24.2,52.9
20151124,42.8,24,6.8,29.7,7.9,11.7,282,0.43,14.37,0.00,50.2,24.8,56,10,29.767,29.575,27.6,39.1,50.2
20151125,29.3,59,14.9,29.8,2.9,5.0,72,0.43,14.37,0.00,46.0,18.9,87,24,30.107,29.590,11.5,17.3,46.0
20151126,13.3,80,8.3,30.4,2.8,4.6,68,0.47,14.41,0.01,19.2,5.2,86,74,30.636,30.002,6.9,11.5,19.2
20151127,10.2,74,3.5,30.6,1.8,3.0,74,0.55,14.49,0.01,23.0,4.3,80,59,30.762,30.416,10.4,12.7,23.0
20151128,15.9,75,9.3,30.4,1.0,1.9,38,0.64,14.58,0.01,26.8,2.2,84,62,30.498,30.200,9.2,12.7,26.8
20151129,18.4,75,11.3,30.2,1.7,2.5,36,0.67,14.61,0.01,32.1,8.1,84,37,30.308,30.001,16.1,19.6,32.1
20151130,15.1,55,0.5,30.1,8.4,12.5,269,0.67,14.61,0.00,21.8,2.8,82,35,30.238,30.011,24.2,38.0,21.8
2015121,23.7,35,0.1,30.1,15.6,21.8,254,0.00,14.61,0.00,31.0,16.2,43,23,30.227,30.014,31.1,42.6,31.0
2015122,34.0,25,1.8,30.2,10.0,13.9,256,0.00,14.61,0.00,39.1,29.3,35,18,30.230,30.087,19.6,27.6,39.1
2015123,32.7,42,10.2,30.2,6.8,9.7,269,0.00,14.61,0.00,43.5,14.9,77,25,30.310,30.086,20.7,29.9,43.5
2015124,39.6,29,7.3,30.0,6.1,9.0,257,0.00,14.61,0.00,54.1,13.5,78,14,30.242,29.858,20.7,27.6,54.1
2015125,33.0,36,8.6,30.2,6.6,10.3,287,0.00,14.61,0.00,42.5,18.3,47,24,30.562,29.874,17.3,25.3,42.5
2015126,34.5,21,7.4,30.4,6.8,9.9,275,0.00,14.61,0.00,51.0,14.3,51,5,30.617,30.126,23.0,34.5,51.0
2015127,43.8,21,5.8,29.9,15.1,22.6,280,0.00,14.61,0.00,49.8,37.0,39,14,30.114,29.651,34.5,47.2,49.8
2015128,42.2,42,20.3,29.8,13.0,19.3,274,0.02,14.63,0.01,48.1,34.4,82,27,29.946,29.697,32.2,44.9,48.1
2015129,47.4,28,15.2,29.7,15.8,22.8,253,0.02,14.63,0.00,55.9,41.6,43,17,29.847,29.474,34.5,44.9,55.9
20151210,43.4,28,12.1,29.6,9.8,14.4,258,0.02,14.63,0.00,48.5,36.3,40,22,29.733,29.347,23.0,34.5,48.5
20151211,32.7,70,23.3,29.6,3.3,5.4,209,0.08,14.69,0.01,44.8,25.8,88,26,29.809,29.345,17.3,31.1,44.8
20151212,23.5,82,18.8,29.9,1.6,3.1,99,0.08,14.69,0.00,26.7,16.4,87,75,30.049,29.660,8.1,11.5,26.7
20151213,22.4,69,12.8,29.9,1.7,2.9,317,0.18,14.79,0.01,47.0,4.1,86,33,30.128,29.503,13.8,21.9,47.0
20151214,32.6,53,16.4,29.4,4.3,6.7,24,0.18,14.79,0.00,43.6,21.8,84,32,29.589,29.268,12.7,21.9,43.6
20151215,18.3,71,10.2,29.7,4.4,7.1,292,0.18,14.79,0.00,21.9,14.3,86,45,29.915,29.326,21.9,29.9,21.9
20151216,17.5,43,1.3,30.0,10.6,15.3,265,0.18,14.79,0.00,23.2,10.0,54,32,30.093,29.860,25.3,36.8,23.2
20151217,17.2,36,5.7,30.1,10.8,16.3,280,0.18,14.79,0.00,22.7,13.3,61,25,30.210,29.952,27.6,44.9,22.7
20151218,32.4,45,13.3,30.1,13.6,19.9,276,0.18,14.79,0.00,42.9,22.2,51,33,30.132,29.983,33.4,52.9,42.9
20151219,44.2,25,10.4,29.8,10.3,15.6,313,0.18,14.79,0.00,51.1,29.7,50,18,30.080,29.604,23.0,34.5,51.1
20151220,36.4,39,12.5,29.6,8.4,12.5,321,0.18,14.79,0.00,45.2,28.4,73,15,29.758,29.524,23.0,40.3,45.2
20151221,30.8,47,12.6,29.7,12.3,17.7,306,0.18,14.79,0.00,35.3,27.2,72,32,29.909,29.554,27.6,41.4,35.3
20151222,30.9,69,21.7,29.3,4.2,6.4,85,0.18,14.79,0.00,36.9,20.3,89,52,29.550,29.217,13.8,25.3,36.9
20151223,19.6,59,7.2,29.5,4.2,6.8,312,0.26,14.87,0.01,28.1,12.0,83,39,29.719,29.352,16.1,24.2,28.1
20151224,15.3,44,2.9,30.0,6.1,8.9,271,0.26,14.87,0.00,20.4,8.4,61,32,30.139,29.696,18.4,26.5,20.4
20151225,17.7,68,8.6,29.9,1.7,2.7,62,0.27,14.88,0.01,31.5,8.4,84,40,30.078,29.722,10.4,12.7,31.5
20151226,8.7,69,0.4,30.5,1.2,2.0,53,0.29,14.90,0.01,19.9,7.0,82,43,30.907,29.949,9.2,11.5,19.9
20151227,3.4,64,6.8,30.7,1.1,1.9,35,0.34,14.95,0.01,33.1,12.2,76,30,31.017,30.322,10.4,13.8,33.1
20151228,13.1,50,4.9,30.1,4.5,6.8,313,0.34,14.95,0.00,36.0,8.6,76,17,30.355,29.857,19.6,27.6,36.0
20151229,10.9,62,0.3,30.1,1.3,2.2,49,0.35,14.96,0.01,29.8,2.0,79,31,30.309,29.881,10.4,12.7,29.8
20151230,12.0,57,1.2,30.3,2.8,4.1,283,0.35,14.96,0.00,25.3,0.7,79,33,30.468,30.107,16.1,20.7,25.3
20151231,6.7,66,2.5,30.6,1.2,2.2,61,0.35,14.96,0.00,22.5,5.4,79,40,30.909,30.338,9.2,12.7,22.5
2016011,7.5,51,9.4,30.8,0.7,1.3,56,0.00,0.00,0.00,37.8,12.2,75,11,31.021,30.543,6.9,10.4,37.8
2016012,15.7,49,2.9,30.6,0.6,1.1,3,0.00,0.00,0.00,40.5,4.8,76,15,30.832,30.353,8.1,12.7,40.5
2016013,31.0,41,8.5,30.3,1.8,3.0,350,0.00,0.00,0.00,48.8,17.2,72,20,30.515,30.065,13.8,19.6,48.8
2016014,25.0,57,9.8,30.2,0.9,1.4,275,0.00,0.00,0.00,48.6,11.6,81,19,30.407,29.982,11.5,16.1,48.6
2016015,28.4,53,11.8,29.9,2.2,3.4,334,0.00,0.00,0.00,46.0,13.8,75,24,30.139,29.694,12.7,19.6,46.0
2016016,32.1,48,13.7,29.7,4.2,6.5,331,0.00,0.00,0.00,42.5,20.4,71,27,29.841,29.577,12.7,24.2,42.5
2016017,27.2,77,20.9,29.7,1.3,2.3,58,0.00,0.00,0.00,35.8,21.4,88,62,29.858,29.642,10.4,13.8,35.8
2016018,19.5,83,15.1,29.9,2.3,4.1,81,0.02,0.02,0.01,26.0,7.9,88,76,30.153,29.689,8.1,11.5,26.0
2016019,15.5,60,2.8,30.2,4.2,6.6,322,0.05,0.05,0.01,29.3,1.8,83,36,30.336,30.090,17.3,26.5,29.3
20160110,22.7,32,2.8,30.1,10.1,14.8,317,0.05,0.05,0.00,29.7,18.1,43,22,30.166,30.042,19.6,31.1,29.7
20160111,28.4,24,3.7,30.1,11.7,16.3,303,0.05,0.05,0.00,36.0,21.6,33,17,30.158,29.950,26.5,38.0,36.0
20160112,32.5,23,2.0,30.1,13.1,19.0,298,0.05,0.05,0.00,40.3,27.8,41,14,30.203,29.952,25.3,43.7,40.3
20160113,37.1,26,4.4,29.9,13.5,19.3,294,0.05,0.05,0.00,44.8,29.7,41,16,30.084,29.658,29.9,35.7,44.8
20160114,29.8,37,5.4,29.7,11.2,17.4,311,0.05,0.05,0.00,36.3,23.6,60,18,29.825,29.566,28.8,38.0,36.3
20160115,23.0,54,7.7,29.8,6.8,10.5,301,0.05,0.05,0.00,29.7,12.9,82,33,29.979,29.681,24.2,38.0,29.7
20160116,20.7,48,3.6,30.0,5.5,8.8,268,0.05,0.05,0.00,31.4,6.0,75,28,30.242,29.918,20.7,31.1,31.4
20160117,29.8,47,11.6,30.0,9.5,14.6,291,0.05,0.05,0.00,35.8,25.7,65,34,30.077,29.873,20.7,32.2,35.8
20160118,35.2,42,13.9,29.9,9.7,13.8,284,0.05,0.05,0.00,43.3,29.4,55,29,30.042,29.791,26.5,34.5,43.3
20160119,32.9,49,14.3,30.0,5.2,8.0,302,0.05,0.05,0.00,40.1,24.2,82,27,30.168,29.818,17.3,25.3,40.1
20160120,30.5,42,9.9,29.9,7.6,11.8,300,0.05,0.05,0.00,37.8,24.5,60,30,30.123,29.731,18.4,32.2,37.8
20160121,29.6,35,4.1,30.3,7.0,10.6,293,0.05,0.05,0.00,40.1,23.5,51,16,30.379,30.094,19.6,32.2,40.1
20160122,41.3,36,15.7,30.1,7.2,10.7,293,0.05,0.05,0.00,53.8,23.8,61,21,30.286,29.838,18.4,25.3,53.8
20160123,42.1,22,5.4,29.8,7.0,10.1,327,0.05,0.05,0.00,51.0,31.3,40,14,29.944,29.626,17.3,24.2,51.0
20160124,32.8,41,10.5,29.6,6.2,9.1,321,0.05,0.05,0.00,42.2,21.4,81,23,29.839,29.462,20.7,28.8,42.2
20160125,24.8,40,3.4,30.1,4.9,7.8,336,0.05,0.05,0.00,32.4,13.8,62,27,30.275,29.748,15.0,20.7,32.4
20160126,27.5,31,0.2,30.3,5.3,8.5,311,0.05,0.05,0.00,37.9,13.5,64,20,30.390,30.174,13.8,24.2,37.9
20160127,37.5,39,13.4,30.2,4.5,7.2,347,0.05,0.05,0.00,53.3,24.4,62,22,30.318,30.043,15.0,24.2,53.3
20160128,41.1,35,14.9,30.0,10.6,15.6,308,0.05,0.05,0.00,50.2,33.3,45,25,30.138,29.742,24.2,33.4,50.2
20160129,39.8,30,10.3,29.7,16.4,23.9,292,0.05,0.05,0.00,45.1,33.8,52,18,29.793,29.508,31.1,46.0,45.1
20160130,38.4,60,24.7,29.5,11.0,16.9,287,0.05,0.05,0.00,47.3,25.8,89,35,29.626,29.322,29.9,44.9,47.3
20160131,22.3,65,11.2,29.9,3.7,6.2,244,0.05,0.05,0.00,29.1,17.7,87,33,30.002,29.616,23.0,28.8,29.1
2016021,18.1,82,13.6,29.8,2.1,3.2,97,0.01,0.22,0.01,22.4,14.4,85,78,29.860,29.626,11.5,16.1,22.4
2016022,12.3,77,6.3,30.1,2.0,3.2,112,0.01,0.22,0.00,18.1,2.8,82,66,30.259,29.838,10.4,12.7,18.1
2016023,8.5,50,7.8,30.4,8.1,11.8,267,0.01,0.22,0.00,18.1,4.3,78,28,30.518,30.258,23.0,38.0,18.1
2016024,20.5,40,0.3,30.3,13.6,19.0,271,0.02,0.23,0.01,30.9,10.0,54,28,30.409,30.236,27.6,41.4,30.9
2016025,23.5,35,0.7,30.4,9.5,14.3,290,0.02,0.23,0.00,29.1,16.7,46,26,30.482,30.278,20.7,29.9,29.1
2016026,34.3,32,7.0,30.2,16.6,24.4,307,0.06,0.26,0.01,43.8,25.0,43,21,30.332,29.952,31.1,56.4,43.8
2016027,34.6,31,6.9,30.1,12.6,20.4,326,0.06,0.26,0.00,38.6,30.7,41,21,30.270,29.951,31.1,50.6,38.6
2016028,40.2,33,13.0,30.2,10.5,16.6,306,0.06,0.26,0.00,47.6,34.7,40,23,30.259,30.162,23.0,36.8,47.6
2016029,43.7,22,7.0,30.2,10.5,14.4,312,0.06,0.26,0.00,53.8,36.2,31,14,30.248,30.100,20.7,26.5,53.8
20160210,46.6,16,2.5,30.0,11.0,16.0,347,0.06,0.26,0.00,56.0,40.6,24,7,30.121,29.898,20.7,34.5,56.0
20160211,46.7,24,11.1,30.0,8.9,13.9,349,0.06,0.26,0.00,56.3,38.3,37,17,30.096,29.861,24.2,38.0,56.3
20160212,48.5,31,18.9,30.0,7.9,11.1,309,0.06,0.26,0.00,57.6,40.6,42,23,30.119,29.909,20.7,27.6,57.6
20160213,43.4,21,5.4,29.8,11.9,17.3,360,0.06,0.26,0.00,55.3,19.4,32,12,29.911,29.671,26.5,42.6,55.3
20160214,36.5,37,11.9,29.8,15.9,24.3,325,0.06,0.26,0.00,41.9,31.4,60,20,29.948,29.701,33.4,50.6,41.9
20160215,38.5,50,21.2,29.8,14.5,23.3,299,0.06,0.26,0.00,44.3,32.4,63,40,29.920,29.664,34.5,42.6,44.3
20160216,42.0,36,15.7,29.8,11.3,18.0,320,0.06,0.26,0.00,49.8,37.2,59,22,29.904,29.759,32.2,42.6,49.8
20160217,49.4,17,3.9,29.8,9.9,14.5,332,0.06,0.26,0.00,60.7,38.3,31,8,29.938,29.426,23.0,35.7,60.7
20160218,46.9,34,17.6,29.4,15.4,23.2,355,0.07,0.27,0.01,55.3,30.3,77,14,29.819,29.226,34.5,56.4,55.3
20160219,39.9,25,5.3,29.9,16.3,23.7,355,0.07,0.27,0.00,50.2,29.0,42,10,30.044,29.803,31.1,46.0,50.2
20160220,43.2,29,13.1,29.9,12.6,19.1,354,0.07,0.27,0.00,51.1,36.9,45,19,30.006,29.805,24.2,41.4,51.1
20160221,30.6,52,14.2,30.2,4.2,7.2,82,0.07,0.27,0.00,40.9,19.2,73,35,30.317,29.979,20.7,32.2,40.9
20160222,29.1,60,15.3,30.0,3.8,6.0,43,0.07,0.27,0.00,40.2,18.6,87,27,30.147,29.856,13.8,20.7,40.2
20160223,23.6,64,11.8,30.3,2.3,4.0,65,0.16,0.36,0.01,34.3,11.2,87,30,30.445,30.029,12.7,17.3,34.3
20160224,30.5,27,1.6,30.2,9.6,14.0,308,0.16,0.36,0.00,42.8,11.1,68,14,30.416,30.023,25.3,33.4,42.8
20160225,29.4,47,10.1,30.3,3.7,6.0,53,0.16,0.36,0.00,42.9,10.0,75,28,30.430,30.082,21.9,32.2,42.9
20160226,44.8,25,9.5,30.1,8.9,12.7,354,0.16,0.36,0.00,57.6,35.5,41,11,30.250,29.880,18.4,26.5,57.6
20160227,46.7,22,9.5,29.7,12.0,17.6,65,0.16,0.36,0.00,56.3,36.9,51,15,29.898,29.549,26.5,36.8,56.3
20160228,42.2,25,7.1,29.9,8.7,13.2,58,0.16,0.36,0.00,53.6,31.5,44,11,29.942,29.749,25.3,36.8,53.6
20160229,38.1,36,12.3,29.8,11.5,17.0,77,0.16,0.36,0.00,45.9,27.9,73,22,30.023,29.702,29.9,39.1,45.9
2016031,36.4,30,7.6,30.0,7.9,12.5,23,0.00,0.21,0.00,47.0,24.5,51,22,30.125,29.817,24.2,34.5,47.0
2016032,39.9,38,14.4,29.8,11.8,18.7,35,0.04,0.25,0.01,46.8,32.9,86,19,29.941,29.644,27.6,43.7,46.8
2016033,42.5,20,1.9,30.0,8.6,12.4,348,0.04,0.25,0.00,56.1,31.2,35,9,30.046,29.851,25.3,34.5,56.1
2016034,41.3,35,13.4,30.0,4.6,7.3,48,0.04,0.25,0.00,56.4,23.9,69,17,30.195,29.816,17.3,26.5,56.4
2016035,38.6,42,11.1,30.0,4.3,6.3,32,0.04,0.25,0.00,58.6,19.4,80,12,30.226,29.620,19.6,31.1,58.6
2016036,46.1,37,20.0,29.5,10.0,14.5,92,0.04,0.25,0.00,53.3,41.3,61,19,29.727,29.349,21.9,29.9,53.3
2016037,36.7,50,19.3,29.5,7.7,11.5,102,0.05,0.26,0.01,42.5,31.2,77,35,29.701,29.352,19.6,26.5,42.5
